categoria,linea,precio,costo
1/2L,estacionales,7.2363835803876855,2.343671607753706
1/2L,signature,6.47159199082444,2.198913706965261
1/2L,veganos,8.46214970760234,2.245345029239766
4oz,signature,2.4347845667553063,0.6904109176659476
5L,economica,18.69599912891986,11.580922648083623
5L,estacionales,58.04,19.25
5L,signature,32.24998732649367,13.608068799034397
5L,sin azucar,50.94222222222222,19.76888888888889
